CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 002.001 0 0.116522073746 0.795050259122 1.63129496574 0.5886759758 0.829617977142 0.997124195099 1.07904005051 0.998502994012
20 002.001 0 0.475275039673 1.44982462255 6.4541349411 1.12583494186 1.44979095459 1.6556520462 1.82018709183 0.792284866469
30 002.001 0 0.691689968109 2.04945236732 5.65095019341 1.34363794327 2.19158005714 2.51033902168 2.64954686165 0.59186746988
