CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 001.001 0 0.190512180328 0.980997291032 3.9750289917 0.572883844376 0.915313005447 1.4555439949 1.67821192741 0.958823529412
20 001.001 0 0.709083080292 2.01436672183 9.59636116028 1.1867389679 1.80206084251 2.83142590523 3.6774020195 0.652492668622
30 001.001 0 0.557965040207 3.13680053234 20.5251531601 1.47167515755 2.66095995903 4.69943380356 5.90023493767 0.538571428571
